,Job_Name,Company,Location,Job_type,Employees,Followers,Applicant,Industry,Involvement
1067,Młodszy specjalista ds. Wsparcia Klienta​ z j. słoweńskim,Gdziepracujemy.pl,"Mumbai, Maharashtra, India",On-site,50,837,1,Human Resources,Full-time · Entry level
1068,Nuance PowerScribe,HCLTech,"Bengaluru, Karnataka, India",On-site,10001,4676032,49,Information Technology & Services,Full-time · Mid-Senior level
1069,Job Opening for JDA/BY TMS @ Pan India,HCLTech,"Tamil Nadu, India",Hybrid,10001,4676033,67,Information Technology & Services,Full-time · Mid-Senior level
1070,Lead Google Could Engineer,Virtusa,"Hyderabad, Telangana, India",On-site,10001,885832,39,Information Technology & Services,Full-time · Mid-Senior level
1071,SAP BRIM (CRM/HYBRIS),EY,"Hyderabad, Telangana, India",On-site,10001,7366621,26,Information Technology & Services,Full-time · Mid-Senior level
1072,Workday Technical - Senior Associate 2- Bangalore,PwC Acceleration Centers,"Bengaluru, Karnataka, India",On-site,10001,281594,7,Information Technology & Services,Full-time · Mid-Senior level
1073,Sap Advanced Business Application Programming Consultant,ACL Digital,"Bengaluru, Karnataka, India",On-site,5000,220635,75,Information Technology & Services,Full-time · Mid-Senior level
1074,EAA Audit Manager,Bimbo Bakeries USA,"Jalalabad, Punjab, India",On-site,10001,196546,56,Food Production,Full-time · Mid-Senior level
1075,Opportunity with TietoEVRY for Azure Synapse for Bangalore Location,Tietoevry,"Bengaluru, Karnataka, India",Hybrid,10001,271434,7,Information Technology & Services,Full-time
1076,Software Consultant,Hexagon Asset Lifecycle Intelligence,"Hyderabad, Telangana, India",Hybrid,10001,97663,39,Computer Software,Full-time · Mid-Senior level
1077,ServiceNow,Tata Consultancy Services,"Bengaluru, Karnataka, India",On-site,10001,12345838,155,Information Technology & Services,Full-time · Mid-Senior level
1078,"Sr. Representative, Operations",Concentrix,"Thane, Maharashtra, India",On-site,10001,1201810,88,Information Technology & Services,Contract · Entry level
1079,CAT Modelling,Genpact,"Gurugram, Haryana, India",On-site,10001,2639096,35,Information Technology & Services,Full-time · Mid-Senior level
1080,Team Lead - Enterprise Data Management (EDM),Bunge,"Punjab, India",On-site,10001,1213982,78,Food Production,Full-time · Mid-Senior level
1081,Engineer - Field Services,Wabtec Corporation,"Tamil Nadu, India",On-site,10001,131450,61,Railroad Manufacture,Full-time · Entry level
1082,"Spark(PySpark), Databricks",LTIMindtree,"Chennai, Tamil Nadu, India",On-site,10001,390685,49,Information Technology & Services,Full-time · Mid-Senior level
1083,AEM Forms,Axeno,"Noida, Uttar Pradesh, India",On-site,200,5623,19,Information Technology & Services,Full-time · Associate
1084,Dance Instructor,Bangalore School for Performing Arts,"Bengaluru, Karnataka, India",On-site,50,40,44,Higher Education,Part-time
1085,SAP BO Business Objects Developer,CGI,"Bengaluru, Karnataka, India",On-site,10001,1118388,107,Information Technology & Services,Full-time · Mid-Senior level
1086,"Technical Lead, Workflow & Automation",Link Group (LNK),Mumbai Metropolitan Region,Hybrid,10000,53955,12,Financial Services,Full-time
1087,Learning Routes - Admission Counselor - Sales,Learning Routes,"Nagpur, Maharashtra, India",On-site,200,19955,9,E-learning,Full-time · Mid-Senior level
1088,Sap Business Warehouse Consultant,Tata Consultancy Services,"Kolkata, West Bengal, India",Hybrid,10001,12345861,110,Information Technology & Services,Full-time · Associate
1089,Assistant Manager/Manager - Equity Research - Investment Bank,Credo Consulting Ltd,"Delhi, Delhi, India",On-site,50,222,1,Staffing & Recruiting,Full-time · Mid-Senior level
1090,Data Platform Architect,Xactly Corp,"Bengaluru, Karnataka, India",On-site,1000,52286,46,Computer Software,Full-time · Mid-Senior level
1091,Risk-BENGALURU-Analyst-Liquidity Risk,Goldman Sachs,"Bengaluru, Karnataka, India",On-site,10001,3718148,13,Financial Services,Full-time · Entry level
1092,L3 Messaging and SaaS Engineer,Condé Nast Technology Lab,"Bengaluru, Karnataka, India",Hybrid,500,27216,76,Publishing,Full-time · Mid-Senior level
1095,Staff,Bunge,"Andhra Pradesh, India",On-site,10001,1213983,52,Food Production,Full-time · Associate
1096,"Hiring for Part time work for data entry, freshers can apply.",Global Services,Greater Kolkata Area,On-site,10,1054,2,Information Technology & Services,Full-time
1097,Metrologist,Gestamp,"Kanchipuram, Tamil Nadu, India",On-site,10001,241446,26,Automotive,Full-time · Entry level
1098,Nuance PowerScribe,HCLTech,"Bengaluru, Karnataka, India",On-site,10001,4676055,49,Information Technology & Services,Full-time · Mid-Senior level
1100,Salesforce Commerce Cloud Backend Developer (SFCC),Marks and Spencer Reliance India Private Limited,"Gurugram, Haryana, India",On-site,5000,207863,105,Retail,Full-time · Mid-Senior level
1101,Instagram Management (Influencing) work from home job/internship at United Well-Being Foundation,United Well-being Foundation,India,Remote,200,5660,19,Mental Health Care,Part-time · Internship
1102,R Shiny Developer,Quantzig,"Bengaluru, Karnataka, India",Hybrid,500,24138,24,Research,Full-time · Executive
1103,Staff / Principal Salesforce Engineer,Junglee Games,"Bengaluru, Karnataka, India",Hybrid,1000,94164,18,Computer Games,Full-time · Mid-Senior level
1104,Quality Engineer – Associate 2 - P&T Lab,PwC,"Mumbai, Maharashtra, India",On-site,10001,5085330,12,Accounting,Full-time · Associate
1105,Tutoring for Spoken Telugu work from home job/internship at LevelApp,LevelApp,India,Remote,50,9909,29,E-learning,Part-time · Internship
1106,Senior / Lead - Statistical Programmer,ClinChoice,"Bengaluru, Karnataka, India",On-site,5000,60905,49,Pharmaceuticals,Full-time · Mid-Senior level
1107,GRC Lead Engineer,Ethos,"Bengaluru, Karnataka, India",On-site,500,13396,79,Insurance,Full-time · Mid-Senior level
1108,Lead Data Engineer,Uplers,"Hyderabad, Telangana, India",On-site,5000,819320,97,Information Technology & Services,Full-time · Mid-Senior level
1109,IFS-Chief Data Office Services-Senior Associate ( CDO Reporting )-Kolkata/Bangalore,PwC Acceleration Centers in India,"Kolkata, West Bengal, India",On-site,10001,136905,5,Information Technology & Services,Full-time · Entry level
1110,Pega Decisioning,Careernet,"Hyderabad, Telangana, India",Hybrid,5000,106818,9,Staffing & Recruiting,Full-time · Mid-Senior level
1111,SAP TM Consultant,Infosys,"Bengaluru East, Karnataka, India",Hybrid,10001,6987344,1,Information Technology & Services,Full-time · Mid-Senior level
1112,Management Trainee -RTR-HMS028579,Genpact,"Hyderabad, Telangana, India",Hybrid,10001,2639109,122,Information Technology & Services,Full-time · Associate
1114,Translation work from home job/internship at Pi Consulting,PI Consulting,India,Remote,10,107,26,Management Consulting,Full-time · Internship
1115,Social Media Marketing Internship in Pune at FirstCry.com,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",On-site,10000,66108,200,Retail,Full-time · Internship
1116,VD SEATING,Akkodis,"Chennai, Tamil Nadu, India",On-site,10001,1464837,35,Information Technology & Services,Full-time · Mid-Senior level
1117,Team lead - Cloud Success Demand,Siemens Healthineers,"Bengaluru, Karnataka, India",On-site,10001,905146,15,Hospital & Health Care,Full-time · Mid-Senior level
1118,ELK,Capgemini,"Bengaluru, Karnataka, India",Hybrid,10001,5643262,82,Information Technology & Services,Full-time · Mid-Senior level
1119,Teradata Operations DBA,Teradata,"Mumbai, Maharashtra, India",Hybrid,10001,341021,44,Computer Software,Full-time · Mid-Senior level
1120,DRAM Controller Verification Leader,AMD,"Bengaluru, Karnataka, India",On-site,10001,1068723,34,Semiconductors,Full-time · Mid-Senior level
1121,Senior Tableau Developer,Valiantys - Atlassian Platinum Solution Partner,"Delhi, Delhi, India",Remote,1000,8449,72,Information Technology & Services,Full-time
1122,AM- Analytics-ANA007048,Genpact,"Bengaluru, Karnataka, India",On-site,10001,2639117,58,Information Technology & Services,Full-time · Associate
1123,Senior Data & API Consultant,Pluralsight,"Bengaluru, Karnataka, India",Hybrid,5000,175876,3,Computer Software,Full-time · Mid-Senior level
1124,Staff,Bunge,"Andhra Pradesh, India",On-site,10001,1213984,66,Food Production,Full-time · Associate
1126,Team Lead-Big Data,Infogain,"Gurugram, Haryana, India",On-site,10000,209419,40,Information Technology & Services,Full-time
